,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
366,antofagasta,-23.65,-70.4,16.0,88,75,2.57,CL,1619233895
367,najran,17.4924,44.1277,21.0,21,91,2.06,SA,1619234061
368,tamworth,52.634,-1.6959,5.0,69,98,0.45,GB,1619233771
369,karratha,-20.7377,116.8463,31.7,18,0,7.49,AU,1619234061
370,morehead,37.2711,-87.1764,12.0,66,90,2.06,US,1619234061
371,ituporanga,-27.4144,-49.6025,17.78,96,19,1.34,BR,1619234062
372,praia da vitoria,38.7333,-27.0667,14.44,72,40,14.56,PT,1619234062
373,rorvik,64.8621,11.2373,3.23,63,100,8.67,NO,1619234062
374,fairview,40.8126,-73.999,16.0,28,1,2.57,US,1619234062
375,kerchevskiy,59.946,56.2884,4.26,86,97,2.17,RU,1619234063
376,viet tri,21.3019,105.4308,29.0,84,75,5.66,VN,1619234063
377,zyryanka,65.75,150.85,-8.85,89,100,10.08,RU,1619233924
378,kushiro,42.975,144.3747,11.0,62,75,5.14,JP,1619234063
379,terrace,54.5163,-128.6035,16.0,23,40,4.12,CA,1619233843
380,mandera,3.9366,41.867,26.44,73,92,3.6,KE,1619233997
381,calamar,10.2511,-74.9146,27.0,89,0,3.09,CO,1619234064
382,cherskiy,68.75,161.3,-2.43,89,100,1.99,RU,1619234064
383,adana,36.985,35.2881,13.0,82,0,2.41,TR,1619234064
384,lakhipur,26.0299,90.3041,30.99,26,4,4.38,IN,1619234064
385,margate,51.3813,1.3862,7.78,77,91,0.45,GB,1619233874
386,saint-joseph,-21.3667,55.6167,25.0,69,0,4.63,RE,1619233904
387,yar,58.249,52.1026,4.97,85,68,3.79,RU,1619234065
388,qaqortoq,60.7167,-46.0333,2.0,69,75,1.54,GL,1619233926
389,terekli-mekteb,44.1671,45.8698,11.19,65,40,3.05,RU,1619234065
390,narsaq,60.9167,-46.05,2.0,69,75,1.54,GL,1619233882
391,ugoofaaru,5.6667,73.0,28.82,71,84,3.58,MV,1619234065
392,wanaka,-44.7,169.15,14.44,60,99,0.45,NZ,1619234066
393,khasan,42.4308,130.6434,15.02,54,100,1.92,RU,1619234066
394,tuy hoa,13.0833,109.3,31.86,57,33,1.01,VN,1619234066
395,bogorodskoye,56.55,37.8833,3.79,94,100,0.68,RU,1619234066
396,tezu,27.9167,96.1667,32.96,18,2,1.33,IN,1619234040
397,westport,41.1415,-73.3579,12.0,47,1,4.63,US,1619234028
398,pitimbu,-7.4706,-34.8086,25.0,88,0,1.54,BR,1619234067
399,bengkulu,-3.8004,102.2655,28.16,66,100,0.6,ID,1619233985
400,chippewa falls,44.9369,-91.3929,8.33,93,90,1.73,US,1619234067
401,nelson bay,-32.7167,152.15,21.67,49,39,2.57,AU,1619234067
402,belaya gora,68.5333,146.4167,-6.44,77,94,2.38,RU,1619233782
403,coquimbo,-29.9533,-71.3436,13.0,76,0,3.6,CL,1619233790
404,the valley,18.217,-63.0578,26.11,78,20,3.09,AI,1619234038
405,takanabe,32.1333,131.5,23.0,56,75,6.69,JP,1619234068
406,fairbanks,64.8378,-147.7164,16.0,23,1,4.12,US,1619234068
407,dryden,49.7833,-92.7503,-3.0,93,90,1.03,CA,1619234068
408,sinnamary,5.3833,-52.95,25.3,89,100,5.64,GF,1619233905
409,navolato,24.7672,-107.6944,24.0,53,20,3.12,MX,1619233847
410,nanortalik,60.1432,-45.2371,1.54,91,10,1.99,GL,1619233886
411,chisindia,46.2833,22.1,3.0,75,6,1.54,RO,1619234069
412,great falls,47.5002,-111.3008,0.0,74,1,4.63,US,1619234069
413,challans,46.8436,-1.8749,12.0,47,0,3.6,FR,1619234069
414,bonavista,48.6499,-53.1147,3.33,86,13,3.09,CA,1619234069
415,joensuu,62.6012,29.7632,1.11,100,90,2.06,FI,1619234070
416,colares,38.7992,-9.4469,16.67,95,7,6.53,PT,1619234070
417,dzhebariki-khaya,62.2167,135.8,-2.44,70,21,3.86,RU,1619234070
418,ojinaga,29.5667,-104.4167,23.0,9,1,3.6,MX,1619234070
419,coihaique,-45.5752,-72.0662,8.0,81,75,1.54,CL,1619233883
420,hofn,64.2539,-15.2082,7.07,76,100,2.09,IS,1619233906
421,mokhsogollokh,61.4681,128.9203,-1.93,70,100,4.52,RU,1619234071
422,los llanos de aridane,28.6585,-17.9182,19.0,63,40,3.09,ES,1619234071
423,bowen,-20.0167,148.2333,22.0,94,75,6.69,AU,1619233907
424,marsa matruh,31.3525,27.2453,13.0,88,40,3.73,EG,1619234071
425,port augusta,-32.5,137.7667,18.0,63,0,4.12,AU,1619234072
426,zhigansk,66.7697,123.3711,-4.47,74,100,4.09,RU,1619234072
427,san carlos de bariloche,-41.1456,-71.3082,9.0,57,75,5.66,AR,1619234072
428,dunda,-8.1167,34.25,15.17,95,8,1.0,TZ,1619234072
429,catamarca,-28.4696,-65.7852,15.0,86,83,0.45,AR,1619233845
430,rock springs,41.5875,-109.2029,7.22,28,1,5.66,US,1619234073
431,cotonou,6.3654,2.4183,28.0,89,40,7.72,BJ,1619234073
432,aberdeen,57.1437,-2.0981,1.11,93,68,0.51,GB,1619233950
433,indian head,38.6001,-77.1622,10.0,75,1,1.56,US,1619234073
434,bad wurzach,47.9,9.9,2.22,86,11,1.54,DE,1619234074
435,mahibadhoo,3.7833,72.9667,28.77,67,36,4.04,MV,1619233849
436,richards bay,-28.783,32.0377,19.15,66,95,6.32,ZA,1619234074
437,xingyi,24.1877,102.817,26.92,21,7,4.78,CN,1619234074
438,santa rosa,14.3122,121.1114,32.22,66,20,2.57,PH,1619234074
439,marshfield,44.6689,-90.1718,9.44,71,90,4.12,US,1619233870
440,luena,-11.7833,19.9167,17.87,70,98,1.49,AO,1619234075
441,turan,16.0678,108.2208,31.0,74,20,2.06,VN,1619234029
442,chipinge,-20.1883,32.6236,12.55,89,6,1.67,ZW,1619234075
443,pemex,18.4395,-96.3461,27.5,72,93,2.87,MX,1619234075
444,sawai madhopur,25.9833,76.3667,27.55,31,8,4.04,IN,1619234076
445,price,39.5994,-110.8107,9.0,25,1,3.09,US,1619234076
446,conde,-7.2597,-34.9075,25.0,88,0,1.54,BR,1619234076
447,wonthaggi,-38.6044,145.5913,17.22,70,100,6.49,AU,1619234076
448,choya,52.0108,86.5467,1.99,81,89,2.79,RU,1619234077
449,mikkeli,61.6886,27.2723,1.11,93,90,1.03,FI,1619234077
450,dunedin,-45.8742,170.5036,12.78,85,100,2.68,NZ,1619234077
451,saint-francois,46.4154,3.9054,4.44,81,0,1.03,FR,1619234077
452,honiara,-9.4333,159.95,29.7,69,87,2.34,SB,1619234078
453,tiznit,29.5833,-9.5,14.98,84,100,2.95,MA,1619234078
454,manaure,11.7751,-72.4445,26.99,73,16,7.14,CO,1619234078
455,veisiejai,54.1,23.7,-1.11,86,29,4.02,LT,1619234078
456,sabya,17.1495,42.6254,28.0,57,0,1.54,SA,1619234079
457,maputo,-25.9653,32.5892,15.0,94,20,1.54,MZ,1619233909
458,kholtoson,50.2981,103.3097,0.25,83,100,2.01,RU,1619234079
459,elko,41.0002,-115.5012,12.22,11,36,1.34,US,1619234079
460,kaeo,-35.1,173.7833,21.67,58,29,2.24,NZ,1619234080
461,harwich,51.9419,1.2844,5.56,84,100,1.34,GB,1619234080
462,hobyo,5.3505,48.5268,28.4,73,83,3.68,SO,1619234080
463,nyurba,63.2842,118.3319,2.33,92,96,3.26,RU,1619234080
464,buraydah,26.326,43.975,24.0,23,0,3.09,SA,1619233959
465,naples,40.8333,14.25,13.33,58,0,3.6,IT,1619234081
466,ormara,25.2088,64.6357,27.08,75,0,0.75,PK,1619234081
467,innisfail,-17.5333,146.0333,22.22,86,100,2.68,AU,1619234081
468,strezhevoy,60.7333,77.5889,4.0,48,75,3.0,RU,1619234045
469,mersing,2.4312,103.8405,26.0,83,40,3.6,MY,1619234081
470,northam,51.0333,-4.2167,10.0,54,41,5.36,GB,1619234082
471,khudumelapye,-23.8833,24.75,14.86,40,0,2.05,BW,1619234082
472,le vauclin,14.5452,-60.8388,26.0,78,40,5.14,MQ,1619234082
473,juegang,32.3174,121.1855,15.31,96,100,1.82,CN,1619233910
474,redmond,47.674,-122.1215,13.33,67,100,1.13,US,1619233905
475,murray bridge,-35.1167,139.2667,19.44,63,70,3.66,AU,1619234083
476,marawi,7.9986,124.2928,29.44,72,100,3.58,PH,1619233933
477,ocos,14.5094,-92.1933,28.0,83,75,1.99,GT,1619234083
478,mwinilunga,-11.7358,24.4293,14.89,89,62,1.28,ZM,1619234083
479,akdepe,42.0551,59.3788,16.0,51,0,7.2,TM,1619234083
480,kruisfontein,-34.0033,24.7314,14.44,93,93,0.45,ZA,1619233851
481,bodden town,19.2833,-81.25,26.11,89,20,1.54,KY,1619234084
482,singaraja,-8.112,115.0882,29.56,57,1,1.58,ID,1619234084
483,oranjemund,-28.55,16.4333,14.61,89,14,2.3,NA,1619234084
484,winchester,51.0651,-1.3187,7.22,70,64,4.12,GB,1619233879
485,ibirapitanga,-14.1642,-39.3736,21.54,98,58,0.52,BR,1619234085
486,verkhoyansk,67.5447,133.385,-5.47,74,31,2.02,RU,1619234085
487,bridgwater,51.1284,-3.0036,5.0,77,28,2.87,GB,1619234085
488,mikhaylovsk,45.1283,42.0256,11.0,71,0,3.0,RU,1619234085
489,hollister,36.8525,-121.4016,11.11,76,1,5.66,US,1619234086
490,opuwo,-18.0607,13.84,20.38,39,17,3.75,NA,1619234086
491,manono,-7.3,27.4167,20.18,90,45,1.25,CD,1619234086
492,muscatine,41.4667,-91.1335,12.0,66,90,3.6,US,1619234086
493,kokopo,-4.352,152.2633,27.22,74,98,2.64,PG,1619234087
494,grootfontein,-19.5667,18.1167,7.0,87,0,1.54,NA,1619234087
495,lucapa,-8.4192,20.7447,18.75,97,100,0.89,AO,1619234087
496,namatanai,-3.6667,152.4333,28.37,69,84,2.43,PG,1619233936
497,sibolga,1.7427,98.7792,28.2,70,99,0.8,ID,1619234087
498,cloquet,46.7216,-92.4594,6.11,100,90,4.63,US,1619234088
499,presidencia roque saenz pena,-26.7852,-60.4388,19.63,94,99,1.99,AR,1619234088
500,lovozero,68.005,35.0117,-0.87,98,100,5.38,RU,1619234088
501,finschhafen,-6.6024,147.8681,29.21,70,95,3.41,PG,1619234089
502,paita,-5.0892,-81.1144,21.24,76,12,6.57,PE,1619234089
503,olinda,-8.0089,-34.8553,26.0,69,20,2.57,BR,1619234056
504,alta floresta,-9.8756,-56.0861,21.64,95,70,0.73,BR,1619233865
505,thunder bay,48.4001,-89.3168,9.0,71,90,4.12,CA,1619234089
506,kamyshin,50.0983,45.416,8.79,86,100,2.02,RU,1619233808
507,chipata,-13.6333,32.65,14.28,93,1,2.12,ZM,1619234090
508,praya,14.9215,-23.5087,20.0,77,40,6.17,CV,1619234090
509,comodoro rivadavia,-45.8667,-67.5,9.0,76,0,3.6,AR,1619233939
510,chipiona,36.7366,-6.437,17.22,72,0,10.8,ES,1619234090
511,waingapu,-9.6567,120.2641,29.15,69,1,4.62,ID,1619233990
512,camasca,14.0,-88.3833,29.0,65,0,1.03,HN,1619234090
513,oistins,13.0667,-59.5333,26.0,65,40,6.69,BB,1619233862
514,matara,5.9485,80.5353,27.41,82,72,2.38,LK,1619234091
515,camana,-16.6228,-72.7111,19.63,82,47,3.1,PE,1619234091
516,gillette,44.2911,-105.5022,0.0,74,90,2.57,US,1619233818
517,chepareria,1.3077,35.2039,15.49,86,96,1.29,KE,1619234091
518,lengshuitan,26.4111,111.5956,24.82,78,90,1.68,CN,1619234092
519,hamilton,39.1834,-84.5333,11.11,62,1,2.06,US,1619233817
520,deep river,46.1001,-77.4995,12.0,35,1,1.54,CA,1619234092
521,wenling,28.3669,121.36,21.11,79,100,2.88,CN,1619234092
522,derzhavinsk,51.1,66.3167,6.14,42,100,7.46,KZ,1619234093
523,asfi,32.2994,-9.2372,17.67,89,70,2.76,MA,1619234093
524,khani,41.9563,42.9566,14.0,58,0,4.63,GE,1619234093
525,ramsar,36.9226,50.6426,15.0,88,75,0.6,IR,1619234093
526,skjervoy,70.0311,20.9714,0.3,72,99,3.61,NO,1619234094
527,skagen,57.7209,10.5839,4.44,55,44,6.26,DK,1619234094
528,ngunguru,-35.6167,174.5,21.67,58,7,2.24,NZ,1619234094
529,taoudenni,22.6783,-3.9836,29.46,8,0,3.75,ML,1619234094
530,kidal,18.4411,1.4078,28.3,9,0,3.86,ML,1619234095
531,iqaluit,63.7506,-68.5145,-2.0,100,90,1.54,CA,1619233931
532,kamenka,51.3223,42.7678,7.22,96,99,2.88,RU,1619234043
533,esfarayen,37.0765,57.5101,12.0,76,90,3.09,IR,1619234095
534,yarada,17.65,83.2667,29.0,65,20,1.03,IN,1619234095
535,diego de almagro,-26.3667,-70.05,11.39,79,3,0.63,CL,1619234063
536,shubarshi,48.5872,57.1869,10.42,66,69,5.41,KZ,1619234096
537,pafos,34.7667,32.4167,16.0,44,2,3.09,CY,1619234096
538,camopi,3.1655,-52.3158,22.52,99,100,0.91,GF,1619234096
539,quatre cocos,-20.2078,57.7625,24.44,94,75,5.14,MU,1619234096
540,middelburg,-25.7751,29.4648,10.15,59,3,1.12,ZA,1619234097
541,ryotsu,38.0833,138.4333,14.0,77,0,3.09,JP,1619234097
542,severobaykalsk,55.65,109.3167,1.21,71,100,0.9,RU,1619234097
543,victoria,22.2855,114.1577,29.0,61,20,7.72,HK,1619233686
544,noumea,-22.2763,166.4572,29.0,65,90,2.57,NC,1619234052
545,umba,66.6871,34.3429,1.02,98,100,1.64,RU,1619234097
546,thaba nchu,-29.2093,26.839,5.0,93,0,2.06,ZA,1619234098
547,igarka,67.4667,86.5833,-0.11,96,100,8.56,RU,1619234098
548,port lincoln,-34.7333,135.8667,17.86,59,68,3.71,AU,1619234098
549,ballina,-28.8667,153.5667,23.0,56,75,3.6,AU,1619233911
550,yumen,40.2833,97.2,8.66,48,67,0.8,CN,1619234099
551,zambezi,-13.5432,23.1047,15.76,73,53,2.03,ZM,1619234099
552,porto novo,6.4965,2.6036,29.0,84,40,7.72,BJ,1619234099
553,namtsy,62.7161,129.6658,0.0,55,40,6.0,RU,1619234099
554,acajutla,13.5928,-89.8275,27.26,71,11,1.85,SV,1619234100
555,santa maria ixhuatan,14.19,-90.2747,21.11,88,75,4.12,GT,1619234100
556,quelimane,-17.8786,36.8883,23.0,83,0,1.03,MZ,1619234100
557,linqing,36.8456,115.7117,17.97,52,100,8.16,CN,1619234100
558,glyadyanskoye,54.9075,65.0883,6.05,53,100,4.91,RU,1619234101
559,biltine,14.5333,20.9167,29.02,13,98,4.55,TD,1619234101
560,vryburg,-26.9566,24.7284,14.32,36,0,3.77,ZA,1619234101
561,callaway,30.153,-85.5699,20.0,77,40,4.12,US,1619234057
562,mvangue,2.9667,11.5167,20.14,98,100,1.48,CM,1619233987
563,marrakesh,31.6315,-8.0083,15.0,82,100,2.57,MA,1619233753
